Time,Gyro_X,Gyro_Y,Gyro_Z,EKF_Roll,EKF_Pitch,EKF_Yaw,DMP_Roll,DMP_Pitch,DMP_Yaw
248.0,0.0,-0.0,0.0,37.4,-15.0,16.71,-2.64,-3.16,0.06
248.0,0.0,0.0,0.0,37.41,-15.0,16.71,-2.64,-3.16,0.06
248.0,0.0,0.0,0.0,37.41,-15.0,16.71,-2.2,-3.47,36.79
248.0,0.0,0.0,0.0,37.41,-15.0,16.71,-2.64,-3.16,0.06
248.0,0.0,0.0,0.0,37.41,-15.0,16.71,-2.64,-3.16,0.06
248.0,0.0,0.0,0.0,37.42,-15.0,16.72,-2.64,-3.16,0.06
248.0,0.0,0.0,0.0,37.42,-15.0,16.72,-2.2,-3.47,36.79
248.0,0.0,0.0,0.0,37.42,-15.0,16.72,-2.2,-3.47,36.79
248.0,0.0,0.0,0.0,37.42,-15.0,16.72,-2.64,-3.16,0.06
248.0,0.0,0.0,0.0,37.42,-15.0,16.72,-2.64,-3.16,0.06
248.0,-0.0,-0.0,0.0,37.41,-15.02,16.74,-2.64,-3.16,0.06
248.0,-0.0,-0.0,0.0,37.41,-15.02,16.74,-2.2,-3.47,36.79
248.0,-0.0,-0.0,0.0,37.41,-15.02,16.74,-2.64,-3.16,0.06
248.0,-0.0,-0.0,0.0,37.41,-15.02,16.74,-2.64,-3.16,0.06
248.0,-0.0,-0.0,0.0,37.41,-15.02,16.74,-2.64,-3.16,0.06
248.0,0.0,-0.0,0.0,37.42,-15.05,16.75,-2.64,-3.16,0.06
248.0,0.0,-0.0,0.0,37.42,-15.05,16.75,-2.2,-3.47,36.79
248.0,0.0,-0.0,0.0,37.42,-15.05,16.75,-2.64,-3.16,0.06
248.0,0.0,-0.0,0.0,37.42,-15.05,16.75,-2.64,-3.16,0.06
248.0,0.0,-0.0,0.0,37.42,-15.05,16.75,-2.64,-3.16,0.06
248.0,0.01,0.0,0.0,37.46,-15.05,16.76,-2.64,-3.16,0.06
248.0,0.01,0.0,0.0,37.46,-15.05,16.76,-2.2,-3.47,36.79
248.0,0.01,0.0,0.0,37.46,-15.05,16.76,-2.65,-3.15,0.06
248.0,0.01,0.0,0.0,37.46,-15.05,16.76,-2.65,-3.15,0.06
248.0,0.01,0.0,0.0,37.46,-15.05,16.76,-2.65,-3.15,0.06
248.0,0.0,-0.0,0.0,37.48,-15.06,16.76,-2.65,-3.15,0.06
248.0,0.0,-0.0,0.0,37.48,-15.06,16.76,-2.2,-3.46,36.79
248.0,0.0,-0.0,0.0,37.48,-15.06,16.76,-2.65,-3.15,0.05
248.0,0.0,-0.0,0.0,37.48,-15.06,16.76,-2.65,-3.15,0.05
248.0,0.01,-0.0,0.0,37.52,-15.08,16.79,-2.65,-3.15,0.05
248.0,0.01,-0.0,0.0,37.52,-15.08,16.79,-2.19,-3.45,36.79
248.0,0.01,-0.0,0.0,37.52,-15.08,16.79,-2.19,-3.45,36.79
248.0,0.01,-0.0,0.0,37.52,-15.08,16.79,-2.65,-3.15,0.05
248.0,0.01,-0.0,0.0,37.52,-15.08,16.79,-2.65,-3.15,0.05
249.0,0.0,-0.0,0.0,37.53,-15.09,16.79,-2.65,-3.15,0.05
249.0,0.0,-0.0,0.0,37.53,-15.09,16.79,-2.19,-3.44,36.78
249.0,0.0,-0.0,0.0,37.53,-15.09,16.79,-2.65,-3.14,0.04
249.0,0.0,-0.0,0.0,37.53,-15.09,16.79,-2.65,-3.14,0.04
249.0,0.0,-0.0,0.0,37.53,-15.09,16.79,-2.65,-3.14,0.04
249.0,0.0,0.0,0.0,37.55,-15.09,16.8,-2.65,-3.14,0.04
249.0,0.0,0.0,0.0,37.55,-15.09,16.8,-2.19,-3.44,36.79
249.0,0.0,0.0,0.0,37.55,-15.09,16.8,-2.66,-3.14,0.04
249.0,0.0,0.0,0.0,37.55,-15.09,16.8,-2.66,-3.14,0.04
249.0,0.0,0.0,0.0,37.55,-15.09,16.8,-2.66,-3.14,0.04
249.0,0.0,0.0,0.0,37.55,-15.09,16.8,-2.66,-3.13,0.04
249.0,0.01,-0.0,0.0,37.59,-15.11,16.81,-2.66,-3.13,0.04
249.0,0.01,-0.0,0.0,37.59,-15.11,16.81,-2.19,-3.45,36.79
249.0,0.01,-0.0,0.0,37.59,-15.11,16.81,-2.19,-3.45,36.79
249.0,0.01,-0.0,0.0,37.59,-15.11,16.81,-2.19,-3.45,36.79
249.0,0.01,-0.0,0.0,37.59,-15.11,16.81,-2.66,-3.14,0.04
249.0,0.0,-0.0,0.0,37.6,-15.12,16.82,-2.66,-3.14,0.04
249.0,0.0,-0.0,0.0,37.6,-15.12,16.82,-2.19,-3.45,36.79
249.0,0.0,-0.0,0.0,37.6,-15.12,16.82,-2.19,-3.45,36.79
249.0,0.0,-0.0,0.0,37.6,-15.12,16.82,-2.19,-3.45,36.79
249.0,0.0,-0.0,0.0,37.6,-15.12,16.82,-2.67,-3.13,0.04
249.0,0.0,-0.0,0.0,37.6,-15.12,16.82,-2.67,-3.13,0.04
249.0,0.0,0.0,0.0,37.63,-15.12,16.82,-2.67,-3.13,0.04
249.0,0.0,0.0,0.0,37.63,-15.12,16.82,-2.19,-3.45,36.79
249.0,0.0,0.0,0.0,37.63,-15.12,16.82,-2.19,-3.45,36.79
249.0,0.0,0.0,0.0,37.63,-15.12,16.82,-2.67,-3.13,0.04
249.0,0.0,0.0,0.0,37.63,-15.12,16.82,-2.67,-3.13,0.04
249.0,0.0,-0.0,0.0,37.66,-15.13,16.82,-2.67,-3.13,0.04
249.0,0.0,-0.0,0.0,37.66,-15.13,16.82,-2.19,-3.45,36.79
249.0,0.0,-0.0,0.0,37.66,-15.13,16.82,-2.67,-3.13,0.04
249.0,0.0,-0.0,0.0,37.66,-15.13,16.82,-2.67,-3.13,0.04
249.0,0.0,-0.0,0.0,37.66,-15.13,16.82,-2.67,-3.13,0.04
249.0,0.0,-0.0,0.0,37.67,-15.15,16.83,-2.67,-3.13,0.04
249.0,0.0,-0.0,0.0,37.67,-15.15,16.83,-2.19,-3.45,36.79
249.0,0.0,-0.0,0.0,37.67,-15.15,16.83,-2.67,-3.13,0.04
249.0,0.0,-0.0,0.0,37.67,-15.15,16.83,-2.67,-3.13,0.04
249.0,0.0,-0.0,0.0,37.67,-15.15,16.83,-2.67,-3.13,0.04
249.0,0.01,-0.0,0.0,37.7,-15.16,16.84,-2.67,-3.13,0.04
249.0,0.01,-0.0,0.0,37.7,-15.16,16.84,-2.19,-3.45,36.79
249.0,0.01,-0.0,0.0,37.7,-15.16,16.84,-2.67,-3.13,0.04
249.0,0.01,-0.0,0.0,37.7,-15.16,16.84,-2.67,-3.13,0.04
249.0,0.01,-0.0,0.0,37.7,-15.16,16.84,-2.67,-3.13,0.04
249.0,0.0,-0.0,-0.0,37.73,-15.18,16.83,-2.67,-3.13,0.04
249.0,0.0,-0.0,-0.0,37.73,-15.18,16.83,-2.19,-3.45,36.79
249.0,0.0,-0.0,-0.0,37.73,-15.18,16.83,-2.67,-3.13,0.04
249.0,0.0,-0.0,-0.0,37.73,-15.18,16.83,-2.67,-3.13,0.04
249.0,0.0,-0.0,-0.0,37.73,-15.18,16.83,-2.67,-3.13,0.04
249.0,0.01,-0.0,0.0,37.76,-15.19,16.84,-2.67,-3.13,0.04
250.0,0.01,-0.0,0.0,37.76,-15.19,16.84,-2.19,-3.45,36.79
250.0,0.01,-0.0,0.0,37.76,-15.19,16.84,-2.67,-3.13,0.04
250.0,0.01,-0.0,0.0,37.76,-15.19,16.84,-2.67,-3.13,0.04
250.0,0.01,-0.0,0.0,37.76,-15.19,16.84,-2.67,-3.13,0.04
250.0,0.0,-0.0,0.0,37.78,-15.2,16.86,-2.67,-3.13,0.04
250.0,0.0,-0.0,0.0,37.78,-15.2,16.86,-2.19,-3.45,36.79
250.0,0.0,-0.0,0.0,37.78,-15.2,16.86,-2.67,-3.13,0.04
250.0,0.0,-0.0,0.0,37.78,-15.2,16.86,-2.67,-3.13,0.04
250.0,0.0,-0.0,0.0,37.78,-15.2,16.86,-2.67,-3.13,0.04
250.0,0.0,0.0,0.0,37.81,-15.2,16.87,-2.67,-3.13,0.04
250.0,0.0,0.0,0.0,37.81,-15.2,16.87,-2.19,-3.45,36.79
250.0,0.0,0.0,0.0,37.81,-15.2,16.87,-2.67,-3.13,0.04
250.0,0.0,0.0,0.0,37.81,-15.2,16.87,-2.67,-3.13,0.04
250.0,0.0,0.0,0.0,37.81,-15.2,16.87,-2.67,-3.13,0.04
250.0,0.0,-0.0,0.0,37.81,-15.21,16.88,-2.67,-3.13,0.04
250.0,0.0,-0.0,0.0,37.81,-15.21,16.88,-2.19,-3.45,36.79
250.0,0.0,-0.0,0.0,37.81,-15.21,16.88,-2.67,-3.13,0.04
250.0,0.0,-0.0,0.0,37.81,-15.21,16.88,-2.67,-3.13,0.04
250.0,0.0,-0.0,0.0,37.81,-15.21,16.88,-2.67,-3.13,0.04
250.0,0.0,0.0,0.0,37.81,-15.21,16.9,-2.67,-3.13,0.04
250.0,0.0,0.0,0.0,37.81,-15.21,16.9,-2.19,-3.45,36.79
250.0,0.0,0.0,0.0,37.81,-15.21,16.9,-2.67,-3.13,0.04
250.0,0.0,0.0,0.0,37.81,-15.21,16.9,-2.67,-3.13,0.04
250.0,0.0,0.0,0.0,37.81,-15.21,16.9,-2.67,-3.13,0.04
250.0,-0.0,-0.0,0.0,37.79,-15.22,16.91,-2.67,-3.13,0.04
250.0,-0.0,-0.0,0.0,37.79,-15.22,16.91,-2.19,-3.45,36.79
250.0,-0.0,-0.0,0.0,37.79,-15.22,16.91,-2.67,-3.13,0.04
250.0,-0.0,-0.0,0.0,37.79,-15.22,16.91,-2.67,-3.13,0.04
250.0,-0.0,-0.0,0.0,37.79,-15.22,16.91,-2.67,-3.13,0.04
250.0,0.01,0.0,0.0,37.84,-15.22,16.91,-2.67,-3.13,0.04
250.0,0.01,0.0,0.0,37.84,-15.22,16.91,-2.19,-3.45,36.79
250.0,0.01,0.0,0.0,37.84,-15.22,16.91,-2.67,-3.13,0.04
250.0,0.01,0.0,0.0,37.84,-15.22,16.91,-2.67,-3.13,0.04
250.0,0.01,0.0,0.0,37.84,-15.22,16.91,-2.67,-3.13,0.04
250.0,0.01,-0.0,0.0,37.88,-15.23,16.93,-2.67,-3.13,0.04
250.0,0.01,-0.0,0.0,37.88,-15.23,16.93,-2.19,-3.45,36.79
250.0,0.01,-0.0,0.0,37.88,-15.23,16.93,-2.67,-3.13,0.04
250.0,0.01,-0.0,0.0,37.88,-15.23,16.93,-2.67,-3.13,0.04
250.0,0.01,-0.0,-0.0,37.91,-15.24,16.91,-2.67,-3.13,0.04
250.0,0.01,-0.0,-0.0,37.91,-15.24,16.91,-2.19,-3.45,36.79
250.0,0.01,-0.0,-0.0,37.91,-15.24,16.91,-2.67,-3.13,0.04
250.0,0.01,-0.0,-0.0,37.91,-15.24,16.91,-2.67,-3.13,0.04
250.0,0.01,-0.0,-0.0,37.91,-15.24,16.91,-2.67,-3.13,0.04
250.0,-0.0,0.0,0.0,37.9,-15.24,16.94,-2.67,-3.13,0.04
250.0,-0.0,0.0,0.0,37.9,-15.24,16.94,-2.19,-3.45,36.79
250.0,-0.0,0.0,0.0,37.9,-15.24,16.94,-2.67,-3.13,0.04
250.0,-0.0,0.0,0.0,37.9,-15.24,16.94,-2.67,-3.13,0.04
250.0,-0.0,0.0,0.0,37.9,-15.24,16.94,-2.67,-3.13,0.04
251.0,0.0,-0.0,0.0,37.92,-15.26,16.95,-2.67,-3.13,0.04
251.0,0.0,-0.0,0.0,37.92,-15.26,16.95,-2.19,-3.45,36.79
251.0,0.0,-0.0,0.0,37.92,-15.26,16.95,-2.67,-3.13,0.04
251.0,0.0,-0.0,0.0,37.92,-15.26,16.95,-2.67,-3.13,0.04
251.0,0.0,-0.0,0.0,37.92,-15.26,16.95,-2.67,-3.13,0.04
251.0,0.0,-0.0,0.0,37.92,-15.26,16.95,-2.67,-3.13,0.04
251.0,0.0,-0.0,0.0,37.95,-15.28,16.95,-2.67,-3.13,0.04
251.0,0.0,-0.0,0.0,37.95,-15.28,16.95,-2.19,-3.45,36.79
251.0,0.0,-0.0,0.0,37.95,-15.28,16.95,-2.19,-3.45,36.79
251.0,0.0,-0.0,0.0,37.95,-15.28,16.95,-2.19,-3.45,36.79
251.0,0.0,-0.0,0.0,37.95,-15.28,16.95,-2.67,-3.13,0.04
251.0,0.0,-0.0,0.0,37.96,-15.31,16.96,-2.67,-3.13,0.04
251.0,0.0,-0.0,0.0,37.96,-15.31,16.96,-2.19,-3.45,36.79
251.0,0.0,-0.0,0.0,37.96,-15.31,16.96,-2.19,-3.45,36.79
251.0,0.0,-0.0,0.0,37.96,-15.31,16.96,-2.19,-3.45,36.79
251.0,0.0,-0.0,0.0,37.96,-15.31,16.96,-2.67,-3.13,0.04
251.0,0.0,-0.0,0.0,37.97,-15.32,16.97,-2.67,-3.13,0.04
251.0,0.0,-0.0,0.0,37.97,-15.32,16.97,-2.19,-3.45,36.79
251.0,0.0,-0.0,0.0,37.97,-15.32,16.97,-2.19,-3.45,36.79
251.0,0.0,-0.0,0.0,37.97,-15.32,16.97,-2.19,-3.45,36.79
251.0,0.0,-0.0,0.0,37.97,-15.32,16.97,-2.67,-3.13,0.04
251.0,0.0,-0.0,0.0,37.98,-15.33,16.98,-2.67,-3.13,0.04
251.0,0.0,-0.0,0.0,37.98,-15.33,16.98,-2.19,-3.45,36.79
251.0,0.0,-0.0,0.0,37.98,-15.33,16.98,-2.19,-3.45,36.79
251.0,0.0,-0.0,0.0,37.98,-15.33,16.98,-2.19,-3.45,36.79
251.0,0.0,-0.0,0.0,37.98,-15.33,16.98,-2.67,-3.13,0.04
251.0,0.0,-0.0,0.0,38.01,-15.34,17.01,-2.67,-3.13,0.04
251.0,0.0,-0.0,0.0,38.01,-15.34,17.01,-2.19,-3.45,36.79
251.0,0.0,-0.0,0.0,38.01,-15.34,17.01,-2.19,-3.45,36.79
251.0,0.0,-0.0,0.0,38.01,-15.34,17.01,-2.19,-3.45,36.79
251.0,0.0,-0.0,0.0,38.01,-15.34,17.01,-2.67,-3.13,0.04
251.0,-0.0,-0.0,-0.0,37.99,-15.36,16.99,-2.67,-3.13,0.04
251.0,-0.0,-0.0,-0.0,37.99,-15.36,16.99,-2.19,-3.45,36.79
251.0,-0.0,-0.0,-0.0,37.99,-15.36,16.99,-2.19,-3.45,36.79
251.0,-0.0,-0.0,-0.0,37.99,-15.36,16.99,-2.67,-3.13,0.04
251.0,-0.0,-0.0,-0.0,37.99,-15.36,16.99,-2.67,-3.13,0.04
251.0,0.01,-0.0,0.0,38.03,-15.39,17.01,-2.67,-3.13,0.04
251.0,0.01,-0.0,0.0,38.03,-15.39,17.01,-2.19,-3.45,36.79
251.0,0.01,-0.0,0.0,38.03,-15.39,17.01,-2.19,-3.45,36.79
251.0,0.01,-0.0,0.0,38.03,-15.39,17.01,-2.67,-3.13,0.04
251.0,0.01,-0.0,0.0,38.03,-15.39,17.01,-2.67,-3.13,0.04
251.0,-0.0,-0.0,-0.0,38.02,-15.4,16.99,-2.67,-3.13,0.04
251.0,-0.0,-0.0,-0.0,38.02,-15.4,16.99,-2.19,-3.45,36.79
251.0,-0.0,-0.0,-0.0,38.02,-15.4,16.99,-2.19,-3.45,36.79
251.0,-0.0,-0.0,-0.0,38.02,-15.4,16.99,-2.76,-3.18,0.03
251.0,-0.01,0.0,-0.0,37.96,-15.39,16.98,-2.76,-3.18,0.03
251.0,-0.01,0.0,-0.0,37.96,-15.39,16.98,-2.36,-3.51,36.79
252.0,-0.01,0.0,-0.0,37.96,-15.39,16.98,-2.36,-3.51,36.79
252.0,-0.01,0.0,-0.0,37.96,-15.39,16.98,-2.36,-3.51,36.79
252.0,-0.01,0.0,-0.0,37.96,-15.39,16.98,-2.77,-3.12,0.05
252.0,0.01,0.01,0.0,38.01,-15.32,16.98,-2.77,-3.12,0.05
252.0,0.01,0.01,0.0,38.01,-15.32,16.98,-2.28,-3.44,36.81
252.0,0.01,0.01,0.0,38.01,-15.32,16.98,-2.28,-3.44,36.81
252.0,0.01,0.01,0.0,38.01,-15.32,16.98,-2.28,-3.44,36.81
252.0,0.01,0.01,0.0,38.01,-15.32,16.98,-2.75,-3.11,0.06
252.0,0.01,0.0,0.0,38.05,-15.31,16.99,-2.75,-3.11,0.06
252.0,0.01,0.0,0.0,38.05,-15.31,16.99,-2.26,-3.43,36.81
252.0,0.01,0.0,0.0,38.05,-15.31,16.99,-2.26,-3.43,36.81
252.0,0.01,0.0,0.0,38.05,-15.31,16.99,-2.26,-3.43,36.81
252.0,0.01,0.0,0.0,38.05,-15.31,16.99,-2.79,-3.11,0.06
252.0,0.0,-0.0,0.01,38.05,-15.32,17.04,-2.79,-3.11,0.06
252.0,0.0,-0.0,0.01,38.05,-15.32,17.04,-2.38,-3.43,36.83
252.0,0.0,-0.0,0.01,38.05,-15.32,17.04,-2.38,-3.43,36.83
252.0,0.0,-0.0,0.01,38.05,-15.32,17.04,-2.38,-3.43,36.83
252.0,0.0,-0.0,0.01,38.05,-15.32,17.04,-2.66,-3.14,0.07
252.0,0.05,-0.02,-0.01,38.35,-15.44,16.98,-2.66,-3.14,0.07
252.0,0.05,-0.02,-0.01,38.35,-15.44,16.98,-2.06,-3.49,36.79
252.0,0.05,-0.02,-0.01,38.35,-15.44,16.98,-2.06,-3.49,36.79
252.0,0.05,-0.02,-0.01,38.35,-15.44,16.98,-2.06,-3.49,36.79
252.0,0.05,-0.02,-0.01,38.35,-15.44,16.98,-2.42,-5.87,0.11
252.0,0.04,-1.15,-0.03,38.58,-22.09,16.81,-2.42,-5.87,0.11
252.0,0.04,-1.15,-0.03,38.58,-22.09,16.81,-1.97,-8.01,36.85
252.0,0.04,-1.15,-0.03,38.58,-22.09,16.81,-1.97,-8.01,36.85
252.0,0.04,-1.15,-0.03,38.58,-22.09,16.81,-2.24,-9.66,0.15
252.0,0.04,-1.15,-0.03,38.58,-22.09,16.81,-2.24,-9.66,0.15
252.0,-0.04,-0.66,0.01,38.32,-25.86,16.89,-2.24,-9.66,0.15
252.0,-0.04,-0.66,0.01,38.32,-25.86,16.89,-1.91,-10.76,36.88
252.0,-0.04,-0.66,0.01,38.32,-25.86,16.89,-1.91,-10.76,36.88
252.0,-0.04,-0.66,0.01,38.32,-25.86,16.89,-2.27,-13.03,0.25
252.0,-0.04,-0.66,0.01,38.32,-25.86,16.89,-2.27,-13.03,0.25
252.0,-0.0,-0.28,0.0,38.31,-27.46,16.89,-2.27,-13.03,0.25
252.0,-0.0,-0.28,0.0,38.31,-27.46,16.89,-1.88,-13.84,36.95
252.0,-0.0,-0.28,0.0,38.31,-27.46,16.89,-1.88,-13.84,36.95
252.0,-0.0,-0.28,0.0,38.31,-27.46,16.89,-2.27,-14.46,0.34
252.0,-0.0,-0.28,0.0,38.31,-27.46,16.89,-2.27,-14.46,0.34
252.0,0.02,-0.34,-0.01,38.41,-29.42,16.83,-2.27,-14.46,0.34
252.0,0.02,-0.34,-0.01,38.41,-29.42,16.83,-1.89,-15.2,37.01
252.0,0.02,-0.34,-0.01,38.41,-29.42,16.83,-1.89,-15.2,37.01
252.0,0.02,-0.34,-0.01,38.41,-29.42,16.83,-2.18,-16.41,0.34
252.0,0.02,-0.34,-0.01,38.41,-29.42,16.83,-2.18,-16.41,0.34
252.0,0.01,-0.28,-0.01,38.48,-31.14,16.78,-2.18,-16.41,0.34
252.0,0.01,-0.28,-0.01,38.48,-31.14,16.78,-1.82,-17.39,37.01
252.0,0.01,-0.28,-0.01,38.48,-31.14,16.78,-1.82,-17.39,37.01
252.0,0.01,-0.28,-0.01,38.48,-31.14,16.78,-2.11,-17.61,0.35
252.0,0.01,-0.28,-0.01,38.48,-31.14,16.78,-2.11,-17.61,0.35
252.0,0.0,-0.42,-0.0,38.49,-33.57,16.76,-2.11,-17.61,0.35
253.0,0.0,-0.42,-0.0,38.49,-33.57,16.76,-1.81,-18.66,37.03
253.0,0.0,-0.42,-0.0,38.49,-33.57,16.76,-1.81,-18.66,37.03
253.0,0.0,-0.42,-0.0,38.49,-33.57,16.76,-2.11,-19.83,0.4
253.0,0.0,-0.42,-0.0,38.49,-33.57,16.76,-2.11,-19.83,0.4
253.0,0.03,-0.28,-0.0,38.68,-35.33,16.74,-2.11,-19.83,0.4
253.0,0.03,-0.28,-0.0,38.68,-35.33,16.74,-1.77,-21.09,37.08
253.0,0.03,-0.28,-0.0,38.68,-35.33,16.74,-1.77,-21.09,37.08
253.0,0.03,-0.28,-0.0,38.68,-35.33,16.74,-2.04,-21.59,0.42
253.0,0.03,-0.28,-0.0,38.68,-35.33,16.74,-2.04,-21.59,0.42
253.0,0.0,-0.36,-0.01,38.68,-37.4,16.69,-2.04,-21.59,0.42
253.0,0.0,-0.36,-0.01,38.68,-37.4,16.69,-1.74,-22.77,37.09
253.0,0.0,-0.36,-0.01,38.68,-37.4,16.69,-2.04,-23.51,0.46
253.0,0.0,-0.36,-0.01,38.68,-37.4,16.69,-2.04,-23.51,0.46
253.0,-0.01,-0.37,0.0,38.65,-39.69,16.72,-2.04,-23.51,0.46
253.0,-0.01,-0.37,0.0,38.65,-39.69,16.72,-1.77,-24.41,37.17
253.0,-0.01,-0.37,0.0,38.65,-39.69,16.72,-1.77,-24.41,37.17
253.0,-0.01,-0.37,0.0,38.65,-39.69,16.72,-2.08,-26.56,0.58
253.0,-0.01,0.0,0.01,38.61,-39.68,16.75,-2.08,-26.56,0.58
253.0,-0.01,0.0,0.01,38.61,-39.68,16.75,-1.73,-27.11,37.22
253.0,-0.01,0.0,0.01,38.61,-39.68,16.75,-1.73,-27.11,37.22
253.0,-0.01,0.0,0.01,38.61,-39.68,16.75,-1.73,-27.11,37.22
253.0,-0.01,0.0,0.01,38.61,-39.68,16.75,-1.93,-27.0,0.59
253.0,0.01,-0.0,0.0,38.66,-39.7,16.76,-1.93,-27.0,0.59
253.0,0.01,-0.0,0.0,38.66,-39.7,16.76,-1.76,-27.15,37.23
253.0,0.01,-0.0,0.0,38.66,-39.7,16.76,-1.76,-27.15,37.23
253.0,0.01,-0.0,0.0,38.66,-39.7,16.76,-1.76,-27.15,37.23
253.0,0.01,-0.0,0.0,38.66,-39.7,16.76,-1.93,-27.03,0.59
253.0,0.02,0.0,-0.0,38.76,-39.68,16.75,-1.93,-27.03,0.59
253.0,0.02,0.0,-0.0,38.76,-39.68,16.75,-1.69,-27.15,37.23
253.0,0.02,0.0,-0.0,38.76,-39.68,16.75,-1.69,-27.15,37.23
253.0,0.02,0.0,-0.0,38.76,-39.68,16.75,-1.69,-27.15,37.23
253.0,0.02,0.0,-0.0,38.76,-39.68,16.75,-1.86,-27.03,0.58
253.0,0.02,0.0,-0.0,38.76,-39.68,16.75,-1.86,-27.03,0.58
253.0,0.0,-0.0,0.0,38.79,-39.7,16.76,-1.86,-27.03,0.58
253.0,0.0,-0.0,0.0,38.79,-39.7,16.76,-1.67,-27.15,37.22
253.0,0.0,-0.0,0.0,38.79,-39.7,16.76,-1.87,-27.03,0.58
253.0,0.0,-0.0,0.0,38.79,-39.7,16.76,-1.87,-27.03,0.58
253.0,0.0,-0.0,0.0,38.79,-39.7,16.76,-1.87,-27.03,0.58
253.0,-0.0,-0.0,0.0,38.76,-39.71,16.77,-1.87,-27.03,0.58
253.0,-0.0,-0.0,0.0,38.76,-39.71,16.77,-1.67,-27.15,37.23
253.0,-0.0,-0.0,0.0,38.76,-39.71,16.77,-1.87,-27.03,0.58
253.0,-0.0,-0.0,0.0,38.76,-39.71,16.77,-1.87,-27.03,0.58
253.0,-0.0,-0.0,0.0,38.76,-39.71,16.77,-1.87,-27.03,0.58
253.0,0.01,0.0,0.0,38.8,-39.7,16.8,-1.87,-27.03,0.58
253.0,0.01,0.0,0.0,38.8,-39.7,16.8,-1.66,-27.15,37.22
253.0,0.01,0.0,0.0,38.8,-39.7,16.8,-1.85,-27.03,0.57
254.0,0.01,0.0,0.0,38.8,-39.7,16.8,-1.85,-27.03,0.57
254.0,0.01,0.0,0.0,38.8,-39.7,16.8,-1.85,-27.03,0.57
254.0,0.01,0.0,0.0,38.8,-39.7,16.8,-1.8,-27.03,0.56
254.0,0.01,-0.0,0.0,38.85,-39.71,16.81,-1.8,-27.03,0.56
254.0,0.01,-0.0,0.0,38.85,-39.71,16.81,-1.59,-27.28,37.2
254.0,0.01,-0.0,0.0,38.85,-39.71,16.81,-1.59,-27.28,37.2
254.0,0.01,-0.0,0.0,38.85,-39.71,16.81,-1.59,-27.28,37.2
254.0,0.01,-0.0,0.0,38.85,-39.71,16.81,-1.83,-27.02,0.57
254.0,0.0,0.0,0.0,38.88,-39.7,16.82,-1.83,-27.02,0.57
254.0,0.0,0.0,0.0,38.88,-39.7,16.82,-1.63,-27.22,37.23
254.0,0.0,0.0,0.0,38.88,-39.7,16.82,-1.63,-27.22,37.23
254.0,0.0,0.0,0.0,38.88,-39.7,16.82,-1.63,-27.22,37.23
254.0,0.0,0.0,0.0,38.88,-39.7,16.82,-1.86,-27.01,0.58
254.0,-0.01,0.0,0.01,38.78,-39.69,16.88,-1.86,-27.01,0.58
254.0,-0.01,0.0,0.01,38.78,-39.69,16.88,-1.71,-27.2,37.26
254.0,-0.01,0.0,0.01,38.78,-39.69,16.88,-1.71,-27.2,37.26
254.0,-0.01,0.0,0.01,38.78,-39.69,16.88,-1.71,-27.2,37.26
254.0,-0.01,0.0,0.01,38.78,-39.69,16.88,-1.9,-27.0,0.61
254.0,0.01,-0.0,-0.01,38.83,-39.71,16.84,-1.9,-27.0,0.61
254.0,0.01,-0.0,-0.01,38.83,-39.71,16.84,-1.7,-27.2,37.26
254.0,0.01,-0.0,-0.01,38.83,-39.71,16.84,-1.7,-27.2,37.26
254.0,0.01,-0.0,-0.01,38.83,-39.71,16.84,-1.85,-27.01,0.57
254.0,0.01,-0.0,-0.01,38.83,-39.71,16.84,-1.85,-27.01,0.57
254.0,0.0,-0.0,0.0,38.86,-39.72,16.84,-1.85,-27.01,0.57
254.0,0.0,-0.0,0.0,38.86,-39.72,16.84,-1.65,-27.21,37.22
254.0,0.0,-0.0,0.0,38.86,-39.72,16.84,-1.65,-27.21,37.22
254.0,0.0,-0.0,0.0,38.86,-39.72,16.84,-1.83,-27.01,0.54
254.0,0.0,-0.0,0.0,38.86,-39.72,16.84,-1.83,-27.01,0.54
254.0,0.01,0.0,0.0,38.89,-39.71,16.85,-1.83,-27.01,0.54
254.0,0.01,0.0,0.0,38.89,-39.71,16.85,-1.66,-27.05,37.23
254.0,0.01,0.0,0.0,38.89,-39.71,16.85,-1.66,-27.05,37.23
254.0,0.01,0.0,0.0,38.89,-39.71,16.85,-1.8,-27.02,0.54
254.0,0.01,0.0,0.0,38.89,-39.71,16.85,-1.8,-27.02,0.54
254.0,-0.0,0.0,0.0,38.87,-39.71,16.87,-1.8,-27.02,0.54
254.0,-0.0,0.0,0.0,38.87,-39.71,16.87,-1.65,-27.06,37.22
254.0,-0.0,0.0,0.0,38.87,-39.71,16.87,-1.65,-27.06,37.22
254.0,-0.0,0.0,0.0,38.87,-39.71,16.87,-1.81,-27.01,0.54
254.0,-0.0,0.0,0.0,38.87,-39.71,16.87,-1.81,-27.01,0.54
254.0,-0.01,-0.0,0.01,38.83,-39.72,16.91,-1.81,-27.01,0.54
254.0,-0.01,-0.0,0.01,38.83,-39.72,16.91,-1.66,-27.05,37.23
254.0,-0.01,-0.0,0.01,38.83,-39.72,16.91,-1.66,-27.05,37.23
254.0,-0.01,-0.0,0.01,38.83,-39.72,16.91,-1.87,-27.0,0.58
254.0,-0.01,-0.0,0.01,38.83,-39.72,16.91,-1.87,-27.0,0.58
